Subject	IGHV1-7	IGHV1-10	IGHV1-14	IGHV1-17	IGHV1-20	IGHV1-21	IGHV1-27	IGHV1-30	IGHV1-7UL	FracULGlobal	PreVacc	InitialVacc	BoosterVacc	BoosterResponseVacc
14341	0.050729805938	0.236543373694	0.155604577874	0.270290263725	0.271856029192	0.10564604412	0.0746608061038	0.0794543041964	23.56673717	0.007821894818	1.83	0.0	3.5	6.5
14343	0.0617911931426	0.289459462658	0.274580189107	0.146189257101	0.16280221059	0.157297431629	0.12059824778	0.0326874603068	41.85730806	0.0161936634	0.0	0.0	0.0	7.16
14345	0.0447173166891	0.116763896283	0.070381404411	0.265467438462	0.341116233759	0.154786529073	0.14595543674	0.0693301917783	37.39873066	0.01065752069	6.5	4.83	4.16	2.83
14347	0.0622300244707	0.09455261198	0.0853042876902	0.269092456644	0.311865624003	0.144890413874	0.124465368656	0.0824396212363	31.63507109	0.0143123282	2.83	2.5	2.16	6.5
14349	0.119685881519	0.103288718009	0.0983159205178	0.237774346418	0.311461851146	0.173863925552	0.14695201216	0.0695950918558	33.85336261	0.0283678414	3.5	3.5	1.83	3.5
14351	0.12335324628	0.0481701355517	0.0995612799523	0.11422670931	0.258283481921	0.31148501972	0.247982467769	0.043103519703	40.88752944	0.03379318928	4.83	2.5	0.0	3.5
14353	0.0921516414823	0.0600228632605	0.0896248882921	0.266200479947	0.331993594658	0.181313820932	0.138397575769	0.0728516927432	31.36437602	0.01995678015	4.33	2.16	1.83	7.5
14355	0.0467968760761	0.101134970593	0.0952053002025	0.269778194056	0.344380013131	0.162500057391	0.148925864198	0.103210240447	19.31541679	0.005516080338	5.16	3.83	2.16	4.16
14357	0.0489068825911	0.248036867947	0.133119131708	0.136249461625	0.226603497287	0.169146351968	0.162982169007	0.023102765096	43.39247386	0.01375558875	3.16	3.16	2.83	5.83
14359	0.0743376954995	0.0936467405347	0.0845226695849	0.224546684298	0.275216208411	0.173048804584	0.172405879045	0.0651619473196	28.97032986	0.01566565917	2.83	0.0	0.0	3.83
14361	0.0682461974686	0.049668965861	0.0689550618733	0.214857908684	0.243505999042	0.255422397346	0.171496728425	0.0731985567964	39.70904478	0.02011325781	2.83	1.83	2.5	6.5
14363	0.068091853921	0.151992769995	0.0836265045393	0.130633036191	0.257619849649	0.254134658834	0.237459639321	0.0202785194923	36.74457181	0.01660987393	0.0	0.0	3.83	6.83
14365	0.0619875048809	0.078348998717	0.0944647040776	0.257492190551	0.321975930161	0.161650373738	0.136649676466	0.0671473196854	22.43544289	0.009725052807	2.5	4.33	0.0	3.5
14367	0.0755568711611	0.055870361169	0.0903151462613	0.247715603669	0.300631138269	0.19992212085	0.15096749867	0.0701617137642	32.8482071	0.01723168057	5.5	3.16	0.0	4.5
14369	0.0525697332501	0.0601992163705	0.08011897331	0.264262508366	0.32080303224	0.174788111694	0.140352031646	0.102971700596	16.43667428	0.006068362765	4.83	3.16	3.83	3.5
14371	0.0843499382111	0.199531256658	0.191939319044	0.275005752759	0.272387608131	0.105296799761	0.0739182682064	0.0747858695189	26.73914436	0.01419097801	3.16	2.16	1.83	2.83
14375	0.087339241305	0.438834875879	0.301581058436	0.124268161277	0.0814415123096	0.0584651564875	0.020925773424	0.0430991039713	20.88038909	0.01294616052	5.33	3.83	2.5	6.5
14377	0.0910921454365	0.210097265559	0.167026655427	0.254961976346	0.246511259239	0.0997608373892	0.0692778935399	0.0709104184355	37.86053727	0.0236661936	2.16	0.0	2.16	6.16
14379	0.0516185157154	0.111668450035	0.0890727353394	0.265269549634	0.33191533784	0.147956955572	0.136736522518	0.0784351593288	29.59642767	0.01030699147	4.5	2.83	2.33	5.16
14381	0.0690576818073	0.365460902408	0.184324762965	0.127891858301	0.187315794396	0.134035313176	0.136659818819	0.0210639202874	26.0179841	0.01185821899	5.83	2.83	2.5	4.5
14383	0.0590633046324	0.0564603304482	0.0918660340958	0.254323902322	0.323048426205	0.197623355078	0.141774826781	0.0818595032016	11.11607741	0.004275164468	0.0	0.0		3.83
14385	0.0522333749062	0.0632154548231	0.0920947860806	0.312057456142	0.333176840597	0.14873897297	0.108947484082	0.113891988618	20.79126704	0.007154680383	7.16	4.83	3.83	2.83
14387	0.0772620931042	0.0632509513832	0.10863330666	0.314680316904	0.336763708776	0.169448533679	0.112736624132	0.110006169484	25.84505809	0.01278894032	4.66	3.5	2.83	4.5
14389	0.0612134270707	0.136613130596	0.074477572843	0.126295563325	0.282889706205	0.269731552465	0.216194976886	0.0164105949636	47.58022166	0.01776767534	9.16	7.5	6.16	5.33
14393	0.0459374475295	0.10324095981	0.0785244913223	0.249965655671	0.336818646681	0.158054508266	0.155589348679	0.0707245126921	24.57859337	0.00809691866	3.5	0.0	2.16	6.33
14395	0.0583490207073	0.11740697721	0.0940100933232	0.221960988505	0.315416349581	0.198007369728	0.18023991669	0.054628109104	29.0635755	0.01120911937	8.5	5.33	3.5	4.83
14399	0.0682890800245	0.112941681232	0.0842214229975	0.263062188833	0.331919972587	0.170494498691	0.149668424129	0.0701909980678	24.65331961	0.01073469612	4.5	4.16	0.0	4.83
14403	0.0413080045061	0.0535500995355	0.0966512862456	0.276438635206	0.336028764988	0.156867949569	0.11799817904	0.0724140059567	20.36771684	0.005525510132	4.83	3.5	2.83	5.16
14405	0.0552775356619	0.111769666305	0.0837376078006	0.238961996074	0.315830126774	0.168633120035	0.141571887157	0.066938781295	19.60613811	0.007856960843	4.5	3.16	0.0	1.83
14407	0.0435077734758	0.21242664743	0.039010457358	0.137840942214	0.342233911015	0.204278506183	0.213459472913	0.0101565609041	40.50227179	0.0116000016	6.5	5.5	4.5	2.16
14409	0.0623846448951	0.0998133173032	0.0856263385723	0.23705832777	0.336888259229	0.176570717399	0.155417876228	0.084711049622	23.74096007	0.009845491512	4.16	3.5	0.0	7.16
14411	0.0624484267719	0.202815291511	0.16150190635	0.267440167226	0.262916598163	0.108944578841	0.0698608795046	0.0977945839303	23.36168714	0.0100612074	4.5	3.5	2.5	2.83
14413	0.050730281244	0.10324630791	0.0772549213342	0.243063345287	0.319097740865	0.185418204432	0.162794887741	0.0790726329065	34.05227481	0.01151738729	5.5	4.5	4.16	2.5
14415	0.080673013425	0.157781615183	0.181715265444	0.25475904331	0.252004725204	0.135064130698	0.061064647517	0.108730962801	21.08119494	0.01106559472	5.5	3.66		1.83
14419	0.0675469608875	0.112405686136	0.0498472271299	0.0807041345989	0.243242375056	0.339176557064	0.237397891602	0.00791546756812	45.40217808	0.02481033568	4.16	3.16	3.16	5.83
14421	0.0552017822938	0.0608955861922	0.106743614406	0.258524675068	0.326723719798	0.220432255572	0.136003485667	0.0898808789799	16.25530552	0.005366613792	8.33	6.5	3.5	2.83
14423	0.056877875962	0.185155963676	0.150228719578	0.290414477881	0.290260075199	0.119280313828	0.0776662458769	0.0847246542059	9.758861986	0.003292617266	5.5	4.83	3.5	2.5
14425	0.0818265648381	0.0463717645151	0.0923821072578	0.241789476884	0.283972802167	0.212620713183	0.113912036021	0.0933211283115	23.27077327	0.01267007035	4.16	2.5	0.0	5.83
14427	0.0588081888121	0.0644483694686	0.0845790016477	0.333607558174	0.359176851314	0.139145793573	0.0960442869166	0.0870067212746	28.3721964	0.01006758443	7.33	4.16	4.83	5.16
14429	0.045911589386	0.1129578689	0.126141431302	0.318817998192	0.329544612741	0.133828344536	0.0664462409932	0.0756986868293	25.78502572	0.007421672779	7.5	5.5	5.16	4.16
14431	0.0471524995565	0.131916842978	0.0661649635771	0.252561254293	0.351939774445	0.164002361994	0.143199866542	0.0603844330817	40.09084974	0.01188097052	5.5	3.83	3.5	2.5
14433	0.0729193712087	0.11126289329	0.0913328770033	0.26435079189	0.333608704888	0.179907121108	0.152249982298	0.0751115254797	29.42842951	0.01427908716	4.83	2.5	2.16	3.5
14435	0.0659426140147	0.0489339572051	0.0959453247924	0.232079402215	0.27144902854	0.19332117412	0.142149352065	0.0722805301338	20.51031879	0.008923333404	6.16	3.66	3.5	4.5
14437	0.0696874455466	0.165568025608	0.0634712066551	0.130788840199	0.278243809253	0.257222699082	0.209356627019	0.0200504682186	36.43460788	0.01760061883	4.5	2.83	2.16	8.16
14439	0.0807079651509	0.0469292965647	0.0874515984909	0.258608332506	0.296442178813	0.155793908856	0.0832552497021	0.120043499305	28.22045372	0.01776512695	5.5	1.83	0.0	6.33
14447	0.0791214123807	0.11012099735	0.0582140918814	0.070593493599	0.234600772595	0.33964307378	0.261939150145	0.0069252625866	44.35585133	0.02486630431	3.83	2.83	1.83	3.5
14457	0.0699308203763	0.0475113019584	0.0824139864664	0.289071675048	0.330106361593	0.140720151267	0.0861714814294	0.100161575306	33.10248821	0.01688119779	2.16	0.0	2.16	
14459	0.0861974861374	0.475436445471	0.266825398081	0.131295137598	0.0725049241016	0.0635474098039	0.0156368900244	0.0463933427728	22.12285052	0.01380779346	4.66	2.83	3.16	2.83
14461	0.0426528533989	0.0514453644263	0.0795290116444	0.286124305403	0.325799163192	0.155557547734	0.104532408464	0.082320707435	18.15945569	0.005466600445	5.83	3.83	5.5	2.83
14467	0.0718689734589	0.0927036363889	0.0874967049128	0.260490863937	0.322577243781	0.170639732508	0.144048725668	0.088680161494	17.82206451	0.008720046067	6.16	3.5	2.5	3.83
14471	0.043253851914	0.159788837993	0.0495991693946	0.180227184027	0.310158670284	0.188619137164	0.182234604949	0.0283597223597	28.40041454	0.00877931242	5.66	5.83	2.83	3.16
14475	0.0565798434817	0.0504504284066	0.0904853371178	0.210498305541	0.291367434577	0.257133652242	0.170557193601	0.0601950972836	35.57840173	0.01374622263	6.5	5.83	5.16	5.5
14477	0.0703375239352	0.154752732257	0.235045202688	0.234996059793	0.243371413227	0.123915565486	0.0619463745707	0.0870443532181	38.95140603	0.01965559259	3.16	2.83	0.0	5.5
14479	0.064326283725	0.195909217681	0.172386267675	0.20727021444	0.224497770762	0.126053925891	0.0605032896705	0.0720181073655	9.360239662	0.004367592131	5.5	4.83	4.16	1.83
14481	0.0385538052907	0.0908544823668	0.0913496230789	0.246259576559	0.342272734251	0.162033838454	0.119866273625	0.10369167703	16.38411026	0.004144831801	5.83	5.5	4.5	2.5
14483	0.0680624633926	0.128566843044	0.102015930217	0.0894097480749	0.268374846538	0.278408169613	0.243291538851	0.044805802914	17.07061015	0.008321765344	0.0	0.0	0.0	8.66
