Subject	IGHV1-7	IGHV1-10	IGHV1-14	IGHV1-17	IGHV1-20	IGHV1-21	IGHV1-27	IGHV1-30	IGHV1-7UL	FracULGlobal	PreVacc	InitialVacc	BoosterVacc	BoosterResponseVacc
14319	0.107712816084	0.100202298504	0.156880148131	0.250691367417	0.269005607472	0.120193411534	0.0811044515951	0.0918910398097	48.26856041	0.03869393767	3.83	3.83	3.5	4.5
14321	0.101901030446	0.316236273803	0.187610484056	0.0948195812981	0.124007908544	0.181037211231	0.112124152872	0.0272812566693	44.40853465	0.0329958393	3.16	2.83	1.83	0.0
14323	0.0910878815435	0.0624678293842	0.0708686495204	0.252098596503	0.333861288884	0.200895844414	0.147454017466	0.0773831992176	31.00501754	0.01988679325	5.5	4.83	2.5	4.5
14325	0.101715437548	0.0573601167721	0.0937804962814	0.114257315632	0.242240911934	0.306006811705	0.250907068882	0.060243275179	48.64092043	0.03268210555	3.16	1.83	2.5	5.83
14327	0.0655224196862	0.0976718904029	0.0663755378053	0.234913352312	0.278075969892	0.179370387773	0.161771832361	0.09300645827	33.24873096	0.01515171916	4.83	3.16	3.16	3.83
14329	0.0473430465732	0.177953835248	0.0702219982818	0.142338970267	0.269356976429	0.255727561931	0.204229969377	0.0232138190683	32.47048289	0.01034021573	3.83	3.16	2.16	5.5
14331	0.126709825779	0.0610798493095	0.105073324935	0.229623214413	0.253626137903	0.205501449861	0.154270553562	0.0942275925178	42.57554484	0.03585898396	5.16	3.16	2.5	3.66
14333	0.128974922547	0.056522010533	0.0842573519024	0.290099120499	0.322182687917	0.125710878286	0.0974531584187	0.0799156966525	43.36745867	0.0401714145	6.5	4.83	6.16	6.5
14335	0.0731244916684	0.0552688477046	0.12609083252	0.135465841566	0.264737635784	0.298703591679	0.244580932175	0.036440680419	32.81474811	0.01620795642	3.83	2.5	1.83	4.83
14337	0.0867668046239	0.269243256743	0.254436634794	0.139467675182	0.138727344084	0.15426894534	0.110701798202	0.0324907235622	55.7277281	0.03322497625	5.16	3.16		5.33
14339	0.0766129107425	0.0502910873038	0.0636104519263	0.295965789086	0.357842579837	0.110173235627	0.0983582415083	0.110643001881	30.95257473	0.01774348282	1.83	0.0	0.0	3.83
